date,open,high,low,close,volume
2018-01-02,1307.099976,1307.099976,1294.599976,1296.089966,11632
2018-01-03,1297.5,1302.5,1297.0,1302.5,45913
2018-01-04,1299.02002,1299.160034,1296.999756,1297.0,14224
2018-01-05,1296.699951,1298.5,1295.560059,1295.560059,8643
2018-01-08,1280.0,1282.97998,1270.0,1279.0,130047
2018-01-09,1278.0,1283.0,1273.650024,1275.0,79024
2018-01-10,1274.035278,1280.099976,1270.300049,1277.099976,51011
2018-01-11,1276.849976,1282.969971,1276.5,1277.5,32044
2018-01-12,1276.02002,1281.959961,1276.0,1278.0,47469
2018-01-16,1277.199951,1283.790039,1277.199951,1280.099976,38608
2018-01-17,1279.390015,1284.305054,1278.01001,1278.51001,66728
2018-01-18,1279.890015,1282.75,1272.01001,1272.01001,87994
2018-01-19,1274.900024,1295.030029,1273.432983,1288.099976,542320
2018-01-22,1284.689941,1293.0,1284.689941,1289.160034,19991
2018-01-23,1288.27002,1293.5,1288.27002,1292.98999,19884
2018-01-24,1291.670044,1294.969971,1281.01001,1287.5,14141
2018-01-25,1294.29834,1294.29834,1281.832031,1293.0,12147
2018-01-26,1291.5,1291.5,1287.5,1287.5,11326
2018-01-29,1283.140015,1287.5,1279.0,1279.0,41398
2018-01-30,1276.0,1280.0,1274.0,1277.829956,42219
2018-01-31,1279.0,1281.0,1275.5,1280.0,20941
2018-02-01,1276.0,1282.989868,1276.0,1276.75,22021
2018-02-02,1274.98999,1277.130005,1267.140015,1270.150024,34882
2018-02-05,1268.079956,1273.0,1256.6604,1265.0,44860
2018-02-06,1271.0,1274.949951,1266.0,1270.0,16721
2018-02-07,1273.0,1275.0,1272.23999,1273.0,128161
2018-02-08,1267.5,1275.0,1267.5,1270.0,53760
2018-02-09,1265.0,1270.0,1265.0,1268.0,36942
2018-02-12,1267.52002,1267.52002,1262.550049,1267.5,4702
2018-02-13,1267.69104,1267.69104,1267.69104,1267.69104,2386
2018-02-14,1272.699951,1272.699951,1264.749756,1264.949951,21468
