date,open,high,low,close,volume
2018-01-02,295.75,296.98999,295.399994,296.839996,2978900
2018-01-03,295.940002,298.5,295.470001,297.799988,3211200
2018-01-04,297.940002,298.420013,295.470001,296.670013,4171700
2018-01-05,296.769989,308.890015,296.720001,308.839996,6177700
2018-01-08,308.660004,310.859985,305.75,310.149994,4124900
2018-01-09,310.589996,319.910004,310.48999,318.429993,5641300
2018-01-10,317.48999,322.149994,315.5,320.26001,4479300
2018-01-11,322.130005,328.399994,321.190002,328.119995,4635300
2018-01-12,330.380005,336.880005,330.380005,336.209991,6559300
2018-01-16,339.899994,347.730011,331.329987,335.160004,12305500
2018-01-17,337.730011,352.230011,336.410004,351.01001,9699900
2018-01-18,350.700012,350.829987,339.149994,340.160004,9458600
2018-01-19,341.670013,344.0,335.75,337.730011,7264400
2018-01-22,335.290009,341.380005,332.040009,338.0,6792900
2018-01-23,338.339996,338.940002,334.809998,335.589996,4537800
2018-01-24,336.200012,338.98999,334.140015,334.690002,4205400
2018-01-25,336.209991,343.619995,335.299988,343.109985,4747500
2018-01-26,344.329987,345.980011,341.25,343.220001,5236300
2018-01-29,341.230011,344.480011,340.100006,340.820007,3324900
2018-01-30,339.170013,339.980011,334.160004,337.709991,4983100
2018-01-31,360.5,360.970001,351.619995,354.369995,11409600
2018-02-01,352.950012,361.450012,352.040009,356.940002,6067600
2018-02-02,354.0,355.200012,348.700012,348.910004,5486100
2018-02-05,342.670013,350.0,317.390015,328.880005,10511300
2018-02-06,320.0,341.670013,317.649994,340.910004,11935100
2018-02-07,340.519989,353.589996,339.869995,348.119995,7946700
2018-02-08,348.0,349.0,329.399994,329.660004,8295900
2018-02-09,333.549988,337.809998,319.25,332.829987,8833000
2018-02-12,336.570007,347.75,335.130005,343.799988,6885000
2018-02-13,340.450012,347.880005,340.290009,343.160004,4030200
2018-02-14,341.339996,347.429993,341.170013,344.850006,4340200
2018-02-15,348.470001,356.549988,348.049988,356.459991,5827500
2018-02-16,356.589996,359.5,353.51001,355.040009,5211600
2018-02-20,352.0,357.790009,351.399994,353.350006,4303400
2018-02-21,352.559998,360.809998,351.75,352.369995,5258600
2018-02-22,354.649994,358.070007,352.640015,355.920013,3414300
2018-02-23,358.179993,358.769989,353.070007,356.660004,3355400
2018-02-26,359.5,364.049988,358.209991,363.480011,4148100
2018-02-27,364.600006,369.890015,363.299988,364.640015,4774100
2018-02-28,366.799988,371.600006,362.209991,362.209991,5472900
2018-03-01,362.329987,362.73999,346.399994,349.690002,8978000
2018-03-02,341.820007,346.089996,335.299988,344.670013,10021300
2018-03-05,338.0,354.769989,336.609985,352.75,8140200
2018-03-06,354.23999,355.209991,346.019989,348.920013,4888300
2018-03-07,341.519989,348.410004,339.5,347.040009,4575700
2018-03-08,349.51001,352.5,343.950012,348.730011,4319900
2018-03-09,352.649994,354.890015,350.230011,354.519989,3538300
2018-03-12,355.200012,355.230011,343.26001,344.190002,6088800
2018-03-13,345.320007,347.880005,337.609985,338.670013,5443800
2018-03-14,339.790009,340.519989,322.299988,330.26001,13057900
2018-03-15,332.299988,332.920013,322.910004,329.980011,8766000
2018-03-16,329.820007,330.829987,325.630005,330.470001,9329000
2018-03-19,327.450012,333.329987,326.779999,331.76001,6328900
2018-03-20,331.839996,339.700012,331.0,337.630005,6500500
2018-03-21,337.070007,341.910004,335.170013,337.100006,4056300
2018-03-22,330.109985,332.679993,319.01001,319.609985,7282200
2018-03-23,320.149994,331.140015,318.320007,321.0,7237500
2018-03-26,330.480011,331.940002,323.589996,328.970001,5392900
2018-03-27,331.51001,334.880005,319.0,321.119995,5355500
2018-03-28,321.850006,323.23999,311.170013,320.019989,5634700
2018-03-29,323.380005,330.480011,322.0,327.880005,3652100
2018-04-02,325.200012,329.940002,317.170013,322.440002,5024900
2018-04-03,324.76001,331.100006,323.089996,330.820007,4783100
2018-04-04,312.299988,327.809998,311.880005,327.440002,8235700
2018-04-05,330.589996,338.959991,330.26001,336.399994,6220000
2018-04-06,330.609985,334.589996,322.209991,326.119995,5713600
2018-04-09,332.25,334.880005,322.049988,322.480011,4931700
2018-04-10,331.350006,336.690002,329.549988,334.829987,5552000
2018-04-11,331.600006,337.570007,326.309998,327.359985,4573500
2018-04-12,331.980011,338.350006,330.459991,337.480011,4325000
2018-04-13,338.98999,339.670013,326.600006,329.279999,4733500
2018-04-16,332.339996,333.220001,327.630005,331.769989,3901400
2018-04-17,334.730011,339.73999,333.649994,336.720001,3381800
2018-04-18,338.329987,342.399994,337.179993,341.0,3117500
2018-04-19,340.190002,342.410004,337.5,340.640015,3006800
2018-04-20,340.730011,341.399994,335.049988,338.670013,3038000
2018-04-23,339.549988,341.26001,336.0,338.839996,2765600
2018-04-24,343.170013,347.670013,323.279999,329.059998,7051800
2018-04-25,338.119995,344.910004,330.519989,342.859985,11023600
2018-04-26,344.01001,345.649994,338.329987,342.790009,5273600
2018-04-27,341.25,342.920013,337.769989,340.880005,3390400
2018-04-30,341.170013,342.579987,333.399994,333.559998,3721600
2018-05-01,332.5,333.910004,324.179993,329.540009,4313100
2018-05-02,329.5,330.709991,323.980011,324.190002,3436100
2018-05-03,322.970001,332.630005,319.130005,330.690002,6383200
2018-05-04,328.040009,335.890015,328.040009,334.429993,3655100
