date,open,high,low,close,volume
2018-01-02,156.669998,158.059998,156.550003,158.009995,1897600
2018-01-03,157.889999,159.100006,157.639999,158.729996,1392300
2018-01-04,159.199997,160.100006,157.350006,159.639999,1747000
2018-01-05,159.800003,160.470001,156.589996,160.320007,1574400
2018-01-08,160.050003,161.179993,158.899994,161.110001,2711800
2018-01-09,162.009995,165.979996,161.520004,165.600006,4345200
2018-01-10,166.740005,168.440002,164.100006,164.940002,5473700
2018-01-11,165.130005,167.550003,163.770004,167.460007,1958200
2018-01-12,168.449997,170.729996,167.960007,169.300003,2316500
2018-01-16,170.149994,170.610001,166.360001,167.539993,2046100
2018-01-17,168.600006,168.639999,166.389999,167.429993,1960400
2018-01-18,166.960007,168.449997,166.259995,167.899994,2185900
2018-01-19,168.529999,170.320007,168.089996,170.320007,1613900
2018-01-22,170.0,170.399994,168.720001,170.380005,1401000
2018-01-23,169.899994,170.089996,168.429993,168.660004,1365000
2018-01-24,169.710007,170.429993,168.059998,169.600006,1448700
2018-01-25,171.0,171.399994,166.910004,169.130005,1651300
2018-01-26,169.5,171.960007,169.139999,171.490005,1554500
2018-01-29,171.490005,171.949997,168.759995,169.179993,1487600
2018-01-30,167.75,169.399994,166.820007,168.509995,1712700
2018-01-31,169.419998,170.580002,166.160004,166.419998,1969800
2018-02-01,165.990005,168.389999,164.259995,167.850006,1721300
2018-02-02,166.660004,167.929993,164.720001,164.960007,2568700
2018-02-05,163.100006,166.059998,156.970001,157.020004,3549600
2018-02-06,153.949997,162.259995,151.449997,161.880005,3377400
2018-02-07,161.169998,164.160004,160.910004,161.440002,2378800
2018-02-08,161.199997,161.220001,153.610001,153.660004,3051300
2018-02-09,155.410004,157.149994,148.600006,154.929993,3895300
2018-02-12,156.740005,160.360001,155.910004,159.210007,2343100
2018-02-13,158.020004,161.610001,157.559998,161.300003,1795900
2018-02-14,159.960007,164.880005,159.759995,163.279999,2854000
2018-02-15,165.0,167.419998,162.990005,166.809998,3026200
2018-02-16,165.759995,175.259995,162.009995,169.440002,6626900
2018-02-20,169.039993,169.960007,163.649994,164.770004,3750400
2018-02-21,164.800003,166.779999,161.970001,162.089996,2753300
2018-02-22,163.0,165.800003,162.759995,164.160004,1908800
2018-02-23,165.020004,166.259995,162.869995,166.240005,2038800
