date,open,high,low,close,volume
2018-01-02,81.199997,81.669998,80.010002,80.279999,2163600
2018-01-03,77.0,78.449997,76.25,77.190002,14587400
2018-01-04,77.300003,78.139999,76.440002,76.830002,7146600
2018-01-05,77.400002,77.699997,76.43,76.839996,5758300
2018-01-08,77.110001,78.559998,76.760002,78.019997,5570000
2018-01-09,78.050003,78.150002,77.080002,77.209999,3484800
2018-01-10,76.980003,77.050003,75.75,76.209999,3978200
2018-01-11,76.589996,76.900002,75.949997,76.209999,3545900
2018-01-12,76.160004,76.440002,75.629997,75.940002,4350900
2018-01-16,76.110001,76.339996,75.0,75.269997,9056800
2018-01-17,75.5,75.75,75.010002,75.5,4976800
2018-01-18,75.519997,75.610001,74.32,74.889999,6801100
2018-01-19,75.040001,75.160004,74.43,74.989998,6529900
2018-01-22,75.010002,75.580002,74.769997,74.889999,4394000
2018-01-23,75.0,76.029999,74.919998,75.709999,5204200
2018-01-24,75.669998,76.0,75.309998,75.559998,5278100
2018-01-25,75.599998,76.779999,75.550003,76.690002,3915500
2018-01-26,76.540001,76.760002,75.110001,75.5,5245200
2018-01-29,75.610001,75.970001,74.620003,75.089996,4829500
2018-01-30,74.720001,75.919998,74.699997,75.32,4798300
2018-01-31,75.629997,76.599998,75.139999,76.440002,7018400
2018-02-01,76.459999,76.589996,75.190002,75.900002,4069500
2018-02-02,75.589996,76.720001,75.239998,75.68,3528900
2018-02-05,75.650002,76.650002,74.599998,74.690002,4693400
2018-02-06,74.199997,74.440002,72.800003,74.110001,6910200
2018-02-07,73.980003,74.849998,73.400002,73.760002,4913900
2018-02-08,73.400002,74.449997,73.080002,73.309998,4101300
2018-02-09,73.419998,75.050003,73.050003,74.379997,4629100
2018-02-12,74.400002,75.580002,73.610001,75.260002,4418600
2018-02-13,75.010002,75.5,74.169998,75.07,3395200
2018-02-14,74.730003,74.919998,74.040001,74.339996,2885800
2018-02-15,74.480003,75.419998,74.190002,75.419998,3122400
2018-02-16,75.309998,76.0,75.010002,75.800003,3529500
2018-02-20,75.510002,75.809998,74.389999,74.75,4264800
2018-02-21,74.669998,75.290001,73.510002,73.540001,3822600
2018-02-22,73.800003,74.339996,73.360001,73.580002,2449100
2018-02-23,73.650002,75.580002,73.510002,75.519997,2055800
2018-02-26,75.650002,76.160004,75.400002,75.989998,2970600
2018-02-27,75.940002,76.239998,74.25,74.260002,4134600
2018-02-28,74.599998,75.269997,74.029999,74.07,4717800
2018-03-01,73.269997,74.019997,72.080002,72.349998,4832600
2018-03-02,72.370003,73.150002,71.910004,72.5,3535800
2018-03-05,72.620003,73.900002,72.220001,73.699997,3391900
2018-03-06,73.580002,73.709999,72.739998,72.919998,2554000
2018-03-07,72.730003,73.120003,72.32,72.889999,2368300
2018-03-08,72.5,73.050003,72.379997,72.830002,4543900
2018-03-09,72.900002,73.019997,72.419998,72.870003,4149900
2018-03-12,72.879997,73.309998,72.739998,72.970001,4782900
2018-03-13,73.199997,73.269997,72.779999,73.0,4093200
2018-03-14,73.150002,73.639999,72.769997,73.519997,3367500
2018-03-15,73.580002,74.349998,70.910004,71.239998,8084700
2018-03-16,70.760002,70.959999,69.940002,70.610001,12427600
2018-03-19,70.129997,70.459999,68.650002,69.150002,8224400
2018-03-20,68.839996,69.360001,68.220001,68.449997,5464800
2018-03-21,68.449997,68.900002,67.610001,67.639999,6006100
2018-03-22,67.57,68.669998,67.32,67.870003,6912500
2018-03-23,67.830002,69.010002,67.169998,67.300003,4956600
2018-03-26,67.519997,68.190002,67.389999,68.099998,3149400
2018-03-27,68.129997,70.050003,67.940002,69.220001,4286400
2018-03-28,67.0,68.43,66.989998,67.790001,12337300
2018-03-29,67.989998,68.120003,67.169998,67.43,9174500
