date,open,high,low,close,volume
2018-01-02,48.009998,48.07,46.959999,47.169998,7278800
2018-01-03,47.049999,47.369999,46.84,46.900002,6292800
2018-01-04,46.889999,47.09,46.580002,46.700001,5231500
2018-01-05,46.790001,46.950001,46.439999,46.779999,6120500
2018-01-08,46.900002,47.23,46.73,47.200001,7945500
2018-01-09,47.200001,47.25,46.580002,46.610001,5694500
2018-01-10,46.459999,46.509998,45.810001,45.959999,7197000
2018-01-11,45.650002,45.84,45.080002,45.25,6867800
2018-01-12,45.080002,45.369999,44.439999,44.84,8591200
2018-01-16,44.939999,45.150002,44.310001,44.66,9767000
2018-01-17,44.619999,45.279999,44.560001,45.049999,10598400
2018-01-18,44.970001,45.139999,44.259998,44.900002,9885100
2018-01-19,44.990002,45.07,44.41,44.439999,8808600
2018-01-22,44.610001,44.720001,43.970001,44.040001,9649500
2018-01-23,43.669998,44.75,43.16,44.470001,10273700
2018-01-24,44.439999,44.59,44.080002,44.080002,8133000
2018-01-25,44.080002,44.689999,44.029999,44.619999,6763800
2018-01-26,44.650002,44.84,43.98,44.310001,8851900
2018-01-29,44.169998,44.209999,43.849998,43.990002,5900400
2018-01-30,43.98,44.919998,43.98,44.799999,8254700
2018-01-31,44.75,45.150002,44.509998,45.110001,9355200
2018-02-01,45.110001,45.299999,44.220001,44.380001,9120700
2018-02-02,44.200001,44.529999,44.02,44.169998,7211600
2018-02-05,44.23,44.720001,43.52,43.720001,9907400
2018-02-06,43.34,43.880001,42.630001,43.490002,14707700
2018-02-07,43.389999,43.93,43.18,43.34,10125300
2018-02-08,43.200001,44.049999,43.029999,43.400002,9475700
2018-02-09,43.380001,44.650002,43.299999,44.330002,11018600
2018-02-12,44.330002,44.869999,43.970001,44.68,7209700
2018-02-13,44.580002,44.84,44.099998,44.619999,6832400
2018-02-14,44.349998,44.43,43.560001,43.580002,8010300
2018-02-15,43.849998,44.57,43.73,44.560001,8512300
2018-02-16,43.98,44.060001,43.509998,43.93,7861100
2018-02-20,43.740002,43.919998,43.189999,43.470001,8368500
2018-02-21,43.580002,43.849998,42.91,42.919998,8576300
2018-02-22,42.919998,43.43,42.380001,43.02,7088800
2018-02-23,43.02,44.220001,42.990002,44.07,5648000
2018-02-26,44.290001,44.5,43.860001,44.029999,6777700
2018-02-27,44.009998,44.32,43.400002,43.400002,6709500
2018-02-28,43.439999,43.540001,42.93,43.060001,7518600
2018-03-01,43.080002,44.220001,43.080002,43.98,9698300
2018-03-02,43.98,44.669998,43.580002,44.200001,8117400
2018-03-05,44.119999,45.099998,44.040001,44.84,10168200
2018-03-06,44.900002,44.900002,44.02,44.099998,6080600
2018-03-07,44.07,44.240002,43.470001,43.669998,6400400
2018-03-08,43.700001,43.939999,43.349998,43.41,6059700
2018-03-09,43.439999,43.759998,43.310001,43.759998,5335400
2018-03-12,43.619999,43.889999,43.490002,43.82,5337300
2018-03-13,43.860001,44.080002,43.470001,43.59,6201500
2018-03-14,43.68,44.240002,43.66,44.049999,4019400
2018-03-15,44.0,44.48,43.799999,43.93,4937200
2018-03-16,43.919998,44.290001,43.84,44.189999,9154500
2018-03-19,44.200001,44.630001,43.939999,44.169998,6060400
2018-03-20,44.189999,44.389999,43.709999,43.849998,4360100
2018-03-21,43.900002,44.459999,43.790001,43.900002,4510100
2018-03-22,43.900002,44.619999,43.799999,43.810001,9938000
2018-03-23,43.93,43.990002,43.02,43.110001,5458100
2018-03-26,43.189999,43.91,43.07,43.82,6647700
2018-03-27,43.82,44.880001,43.68,44.529999,6241700
2018-03-28,44.619999,44.98,44.400002,44.639999,4792500
